Nominal replay operation report (dimensions are integer micrometres).
walnut-2-z-max [surface]: inputs=walnut-2-z-min; outputs=walnut-2-z-max,walnut-2-z-max-milling; input_size_um=[83000, 300000, 32000]; output_sizes_um={'walnut-2-z-max': [83000, 300000, 27000], 'walnut-2-z-max-milling': [83000, 300000, 5000]}; axis=2; side=max; amount_um=5000; category=milling; process=thickness_planer
walnut-2-x-min [surface]: inputs=walnut-2-z-max; outputs=walnut-2-x-min,walnut-2-x-min-milling; input_size_um=[83000, 300000, 27000]; output_sizes_um={'walnut-2-x-min': [82000, 300000, 27000], 'walnut-2-x-min-milling': [1000, 300000, 27000]}; axis=0; side=min; amount_um=1000; category=milling; process=jointer
walnut-2-x-max [surface]: inputs=walnut-2-x-min; outputs=walnut-2-x-max,walnut-2-x-max-milling; input_size_um=[82000, 300000, 27000]; output_sizes_um={'walnut-2-x-max': [81000, 300000, 27000], 'walnut-2-x-max-milling': [1000, 300000, 27000]}; axis=0; side=max; amount_um=1000; category=milling; process=jointer
walnut-2-rip [cut]: inputs=walnut-2-x-max; outputs=walnut-2-b50-pre,walnut-2-b25-pre; input_size_um=[81000, 300000, 27000]; output_sizes_um={'walnut-2-b50-pre': [51000, 300000, 27000], 'walnut-2-b25-pre': [27000, 300000, 27000]}; axis=0; retained_um=51000; kerf_um=3000; kerf_volume_um3=24300000000000; tool=saw; category=other_offcuts; retained_side=min
walnut-2-b50-joint [surface]: inputs=walnut-2-b50-pre; outputs=walnut-2-b50,walnut-2-b50-joint-milling; input_size_um=[51000, 300000, 27000]; output_sizes_um={'walnut-2-b50': [50000, 300000, 27000], 'walnut-2-b50-joint-milling': [1000, 300000, 27000]}; axis=0; side=max; amount_um=1000; category=milling; process=jointer
walnut-2-b25-joint [surface]: inputs=walnut-2-b25-pre; outputs=walnut-2-b25-new,walnut-2-b25-joint-milling; input_size_um=[27000, 300000, 27000]; output_sizes_um={'walnut-2-b25-new': [26000, 300000, 27000], 'walnut-2-b25-joint-milling': [1000, 300000, 27000]}; axis=0; side=min; amount_um=1000; category=milling; process=jointer
walnut-2-b25-edge [surface]: inputs=walnut-2-b25-new; outputs=walnut-2-b25,walnut-2-b25-edge-milling; input_size_um=[26000, 300000, 27000]; output_sizes_um={'walnut-2-b25': [25000, 300000, 27000], 'walnut-2-b25-edge-milling': [1000, 300000, 27000]}; axis=0; side=max; amount_um=1000; category=milling; process=jointer
walnut-3-separate [cut]: inputs=walnut-3; outputs=walnut-3-window,walnut-3-reserve; input_size_um=[83000, 419000, 37000]; output_sizes_um={'walnut-3-window': [83000, 316000, 37000], 'walnut-3-reserve': [83000, 100000, 37000]}; axis=1; retained_um=316000; kerf_um=3000; kerf_volume_um3=9213000000000; tool=saw; category=other_offcuts; retained_side=min
walnut-3-end-min [cut]: inputs=walnut-3-window; outputs=walnut-3-end-min-blank,walnut-3-end-min-offcut; input_size_um=[83000, 316000, 37000]; output_sizes_um={'walnut-3-end-min-blank': [83000, 308000, 37000], 'walnut-3-end-min-offcut': [83000, 5000, 37000]}; axis=1; retained_um=308000; kerf_um=3000; kerf_volume_um3=9213000000000; tool=saw; category=trim; retained_side=max
walnut-3-end-max [cut]: inputs=walnut-3-end-min-blank; outputs=walnut-3-blank,walnut-3-end-max-offcut; input_size_um=[83000, 308000, 37000]; output_sizes_um={'walnut-3-blank': [83000, 300000, 37000], 'walnut-3-end-max-offcut': [83000, 5000, 37000]}; axis=1; retained_um=300000; kerf_um=3000; kerf_volume_um3=9213000000000; tool=saw; category=trim; retained_side=min
walnut-3-z-min [surface]: inputs=walnut-3-blank; outputs=walnut-3-z-min,walnut-3-z-min-milling; input_size_um=[83000, 300000, 37000]; output_sizes_um={'walnut-3-z-min': [83000, 300000, 32000], 'walnut-3-z-min-milling': [83000, 300000, 5000]}; axis=2; side=min; amount_um=5000; category=milling; process=thickness_planer
walnut-3-z-max [surface]: inputs=walnut-3-z-min; outputs=walnut-3-z-max,walnut-3-z-max-milling; input_size_um=[83000, 300000, 32000]; output_sizes_um={'walnut-3-z-max': [83000, 300000, 27000], 'walnut-3-z-max-milling': [83000, 300000, 5000]}; axis=2; side=max; amount_um=5000; category=milling; process=thickness_planer
walnut-3-x-min [surface]: inputs=walnut-3-z-max; outputs=walnut-3-x-min,walnut-3-x-min-milling; input_size_um=[83000, 300000, 27000]; output_sizes_um={'walnut-3-x-min': [82000, 300000, 27000], 'walnut-3-x-min-milling': [1000, 300000, 27000]}; axis=0; side=min; amount_um=1000; category=milling; process=jointer
walnut-3-x-max [surface]: inputs=walnut-3-x-min; outputs=walnut-3-x-max,walnut-3-x-max-milling; input_size_um=[82000, 300000, 27000]; output_sizes_um={'walnut-3-x-max': [81000, 300000, 27000], 'walnut-3-x-max-milling': [1000, 300000, 27000]}; axis=0; side=max; amount_um=1000; category=milling; process=jointer
walnut-3-rip [cut]: inputs=walnut-3-x-max; outputs=walnut-3-b50-pre,walnut-3-b25-pre; input_size_um=[81000, 300000, 27000]; output_sizes_um={'walnut-3-b50-pre': [51000, 300000, 27000], 'walnut-3-b25-pre': [27000, 300000, 27000]}; axis=0; retained_um=51000; kerf_um=3000; kerf_volume_um3=24300000000000; tool=saw; category=other_offcuts; retained_side=min
walnut-3-b50-joint [surface]: inputs=walnut-3-b50-pre; outputs=walnut-3-b50,walnut-3-b50-joint-milling; input_size_um=[51000, 300000, 27000]; output_sizes_um={'walnut-3-b50': [50000, 300000, 27000], 'walnut-3-b50-joint-milling': [1000, 300000, 27000]}; axis=0; side=max; amount_um=1000; category=milling; process=jointer
walnut-3-b25-joint [surface]: inputs=walnut-3-b25-pre; outputs=walnut-3-b25-new,walnut-3-b25-joint-milling; input_size_um=[27000, 300000, 27000]; output_sizes_um={'walnut-3-b25-new': [26000, 300000, 27000], 'walnut-3-b25-joint-milling': [1000, 300000, 27000]}; axis=0; side=min; amount_um=1000; category=milling; process=jointer
walnut-3-b25-edge [surface]: inputs=walnut-3-b25-new; outputs=walnut-3-b25,walnut-3-b25-edge-milling; input_size_um=[26000, 300000, 27000]; output_sizes_um={'walnut-3-b25': [25000, 300000, 27000], 'walnut-3-b25-edge-milling': [1000, 300000, 27000]}; axis=0; side=max; amount_um=1000; category=milling; process=jointer
walnut-4-separate [cut]: inputs=walnut-4; outputs=walnut-4-window,walnut-4-reserve; input_size_um=[83000, 419000, 37000]; output_sizes_um={'walnut-4-window': [83000, 316000, 37000], 'walnut-4-reserve': [83000, 100000, 37000]}; axis=1; retained_um=316000; kerf_um=3000; kerf_volume_um3=9213000000000; tool=saw; category=other_offcuts; retained_side=min
walnut-4-end-min [cut]: inputs=walnut-4-window; outputs=walnut-4-end-min-blank,walnut-4-end-min-offcut; input_size_um=[83000, 316000, 37000]; output_sizes_um={'walnut-4-end-min-blank': [83000, 308000, 37000], 'walnut-4-end-min-offcut': [83000, 5000, 37000]}; axis=1; retained_um=308000; kerf_um=3000; kerf_volume_um3=9213000000000; tool=saw; category=trim; retained_side=max
walnut-4-end-max [cut]: inputs=walnut-4-end-min-blank; outputs=walnut-4-blank,walnut-4-end-max-offcut; input_size_um=[83000, 308000, 37000]; output_sizes_um={'walnut-4-blank': [83000, 300000, 37000], 'walnut-4-end-max-offcut': [83000, 5000, 37000]}; axis=1; retained_um=300000; kerf_um=3000; kerf_volume_um3=9213000000000; tool=saw; category=trim; retained_side=min
walnut-4-z-min [surface]: inputs=walnut-4-blank; outputs=walnut-4-z-min,walnut-4-z-min-milling; input_size_um=[83000, 300000, 37000]; output_sizes_um={'walnut-4-z-min': [83000, 300000, 32000], 'walnut-4-z-min-milling': [83000, 300000, 5000]}; axis=2; side=min; amount_um=5000; category=milling; process=thickness_planer
walnut-4-z-max [surface]: inputs=walnut-4-z-min; outputs=walnut-4-z-max,walnut-4-z-max-milling; input_size_um=[83000, 300000, 32000]; output_sizes_um={'walnut-4-z-max': [83000, 300000, 27000], 'walnut-4-z-max-milling': [83000, 300000, 5000]}; axis=2; side=max; amount_um=5000; category=milling; process=thickness_planer
walnut-4-x-min [surface]: inputs=walnut-4-z-max; outputs=walnut-4-x-min,walnut-4-x-min-milling; input_size_um=[83000, 300000, 27000]; output_sizes_um={'walnut-4-x-min': [82000, 300000, 27000], 'walnut-4-x-min-milling': [1000, 300000, 27000]}; axis=0; side=min; amount_um=1000; category=milling; process=jointer
walnut-4-x-max [surface]: inputs=walnut-4-x-min; outputs=walnut-4-x-max,walnut-4-x-max-milling; input_size_um=[82000, 300000, 27000]; output_sizes_um={'walnut-4-x-max': [81000, 300000, 27000], 'walnut-4-x-max-milling': [1000, 300000, 27000]}; axis=0; side=max; amount_um=1000; category=milling; process=jointer
walnut-4-rip [cut]: inputs=walnut-4-x-max; outputs=walnut-4-b50-pre,walnut-4-b25-pre; input_size_um=[81000, 300000, 27000]; output_sizes_um={'walnut-4-b50-pre': [51000, 300000, 27000], 'walnut-4-b25-pre': [27000, 300000, 27000]}; axis=0; retained_um=51000; kerf_um=3000; kerf_volume_um3=24300000000000; tool=saw; category=other_offcuts; retained_side=min
walnut-4-b50-joint [surface]: inputs=walnut-4-b50-pre; outputs=walnut-4-b50,walnut-4-b50-joint-milling; input_size_um=[51000, 300000, 27000]; output_sizes_um={'walnut-4-b50': [50000, 300000, 27000], 'walnut-4-b50-joint-milling': [1000, 300000, 27000]}; axis=0; side=max; amount_um=1000; category=milling; process=jointer
walnut-4-b25-joint [surface]: inputs=walnut-4-b25-pre; outputs=walnut-4-b25-new,walnut-4-b25-joint-milling; input_size_um=[27000, 300000, 27000]; output_sizes_um={'walnut-4-b25-new': [26000, 300000, 27000], 'walnut-4-b25-joint-milling': [1000, 300000, 27000]}; axis=0; side=min; amount_um=1000; category=milling; process=jointer
walnut-4-b25-edge [surface]: inputs=walnut-4-b25-new; outputs=walnut-4-b25,walnut-4-b25-edge-milling; input_size_um=[26000, 300000, 27000]; output_sizes_um={'walnut-4-b25': [25000, 300000, 27000], 'walnut-4-b25-edge-milling': [1000, 300000, 27000]}; axis=0; side=max; amount_um=1000; category=milling; process=jointer
R1-glue [glue]: inputs=maple-1-a50,maple-1-b50,walnut-1-b50,maple-2-a50,maple-2-b50,walnut-1-b25,walnut-2-b25; outputs=R1-rough; input_sizes_um={'maple-1-a50': [50000, 300000, 27000], 'maple-1-b50': [50000, 300000, 27000], 'walnut-1-b50': [50000, 300000, 27000], 'maple-2-a50': [50000, 300000, 27000], 'maple-2-b50': [50000, 300000, 27000], 'walnut-1-b25': [25000, 300000, 27000], 'walnut-2-b25': [25000, 300000, 27000]}; output_sizes_um={'R1-rough': [300000, 300000, 27000]}; axis=0; stage=first; joint_count=6; prepared_faces=True; negligible_glue_line=True
R1-z-min [surface]: inputs=R1-rough; outputs=R1-z-min-panel,R1-z-min-milling; input_size_um=[300000, 300000, 27000]; output_sizes_um={'R1-z-min-panel': [300000, 300000, 26000], 'R1-z-min-milling': [300000, 300000, 1000]}; axis=2; side=min; amount_um=1000; category=milling; process=thickness_planer
R1-z-max [surface]: inputs=R1-z-min-panel; outputs=R1-flat,R1-z-max-milling; input_size_um=[300000, 300000, 26000]; output_sizes_um={'R1-flat': [300000, 300000, 25000], 'R1-z-max-milling': [300000, 300000, 1000]}; axis=2; side=max; amount_um=1000; category=milling; process=thickness_planer
R2-glue [glue]: inputs=maple-3-a50,maple-3-b50,walnut-2-b50,maple-4-a50,maple-4-b50,walnut-3-b25,walnut-4-b25; outputs=R2-rough; input_sizes_um={'maple-3-a50': [50000, 300000, 27000], 'maple-3-b50': [50000, 300000, 27000], 'walnut-2-b50': [50000, 300000, 27000], 'maple-4-a50': [50000, 300000, 27000], 'maple-4-b50': [50000, 300000, 27000], 'walnut-3-b25': [25000, 300000, 27000], 'walnut-4-b25': [25000, 300000, 27000]}; output_sizes_um={'R2-rough': [300000, 300000, 27000]}; axis=0; stage=first; joint_count=6; prepared_faces=True; negligible_glue_line=True
R2-z-min [surface]: inputs=R2-rough; outputs=R2-z-min-panel,R2-z-min-milling; input_size_um=[300000, 300000, 27000]; output_sizes_um={'R2-z-min-panel': [300000, 300000, 26000], 'R2-z-min-milling': [300000, 300000, 1000]}; axis=2; side=min; amount_um=1000; category=milling; process=thickness_planer
R2-z-max [surface]: inputs=R2-z-min-panel; outputs=R2-flat,R2-z-max-milling; input_size_um=[300000, 300000, 26000]; output_sizes_um={'R2-flat': [300000, 300000, 25000], 'R2-z-max-milling': [300000, 300000, 1000]}; axis=2; side=max; amount_um=1000; category=milling; process=thickness_planer
S1-glue [glue]: inputs=walnut-3-b50,maple-5-a50,maple-5-b50,walnut-4-b50,maple-6-a50,maple-6-b50; outputs=S1-rough; input_sizes_um={'walnut-3-b50': [50000, 300000, 27000], 'maple-5-a50': [50000, 300000, 27000], 'maple-5-b50': [50000, 300000, 27000], 'walnut-4-b50': [50000, 300000, 27000], 'maple-6-a50': [50000, 300000, 27000], 'maple-6-b50': [50000, 300000, 27000]}; output_sizes_um={'S1-rough': [300000, 300000, 27000]}; axis=0; stage=first; joint_count=5; prepared_faces=True; negligible_glue_line=True
S1-z-min [surface]: inputs=S1-rough; outputs=S1-z-min-panel,S1-z-min-milling; input_size_um=[300000, 300000, 27000]; output_sizes_um={'S1-z-min-panel': [300000, 300000, 26000], 'S1-z-min-milling': [300000, 300000, 1000]}; axis=2; side=min; amount_um=1000; category=milling; process=thickness_planer
S1-z-max [surface]: inputs=S1-z-min-panel; outputs=S1-flat,S1-z-max-milling; input_size_um=[300000, 300000, 26000]; output_sizes_um={'S1-flat': [300000, 300000, 25000], 'S1-z-max-milling': [300000, 300000, 1000]}; axis=2; side=max; amount_um=1000; category=milling; process=thickness_planer
R1-slice-cut-1 [cut]: inputs=R1-flat; outputs=R1-slice-1,R1-remainder-1; input_size_um=[300000, 300000, 25000]; output_sizes_um={'R1-slice-1': [300000, 32000, 25000], 'R1-remainder-1': [300000, 265000, 25000]}; axis=1; retained_um=32000; kerf_um=3000; kerf_volume_um3=22500000000000; tool=saw; category=other_offcuts; retained_side=min
R1-slice-cut-2 [cut]: inputs=R1-remainder-1; outputs=R1-slice-2,R1-remainder-2; input_size_um=[300000, 265000, 25000]; output_sizes_um={'R1-slice-2': [300000, 32000, 25000], 'R1-remainder-2': [300000, 230000, 25000]}; axis=1; retained_um=32000; kerf_um=3000; kerf_volume_um3=22500000000000; tool=saw; category=other_offcuts; retained_side=min
R1-slice-cut-3 [cut]: inputs=R1-remainder-2; outputs=R1-slice-3,R1-remainder-3; input_size_um=[300000, 230000, 25000]; output_sizes_um={'R1-slice-3': [300000, 32000, 25000], 'R1-remainder-3': [300000, 195000, 25000]}; axis=1; retained_um=32000; kerf_um=3000; kerf_volume_um3=22500000000000; tool=saw; category=other_offcuts; retained_side=min
R1-slice-cut-4 [cut]: inputs=R1-remainder-3; outputs=R1-slice-4,R1-remainder-4; input_size_um=[300000, 195000, 25000]; output_sizes_um={'R1-slice-4': [300000, 32000, 25000], 'R1-remainder-4': [300000, 160000, 25000]}; axis=1; retained_um=32000; kerf_um=3000; kerf_volume_um3=22500000000000; tool=saw; category=other_offcuts; retained_side=min
R2-slice-cut-1 [cut]: inputs=R2-flat; outputs=R2-slice-1,R2-remainder-1; input_size_um=[300000, 300000, 25000]; output_sizes_um={'R2-slice-1': [300000, 32000, 25000], 'R2-remainder-1': [300000, 265000, 25000]}; axis=1; retained_um=32000; kerf_um=3000; kerf_volume_um3=22500000000000; tool=saw; category=other_offcuts; retained_side=min
R2-slice-cut-2 [cut]: inputs=R2-remainder-1; outputs=R2-slice-2,R2-remainder-2; input_size_um=[300000, 265000, 25000]; output_sizes_um={'R2-slice-2': [300000, 32000, 25000], 'R2-remainder-2': [300000, 230000, 25000]}; axis=1; retained_um=32000; kerf_um=3000; kerf_volume_um3=22500000000000; tool=saw; category=other_offcuts; retained_side=min
R2-slice-cut-3 [cut]: inputs=R2-remainder-2; outputs=R2-slice-3,R2-remainder-3; input_size_um=[300000, 230000, 25000]; output_sizes_um={'R2-slice-3': [300000, 32000, 25000], 'R2-remainder-3': [300000, 195000, 25000]}; axis=1; retained_um=32000; kerf_um=3000; kerf_volume_um3=22500000000000; tool=saw; category=other_offcuts; retained_side=min
R2-slice-cut-4 [cut]: inputs=R2-remainder-3; outputs=R2-slice-4,R2-remainder-4; input_size_um=[300000, 195000, 25000]; output_sizes_um={'R2-slice-4': [300000, 32000, 25000], 'R2-remainder-4': [300000, 160000, 25000]}; axis=1; retained_um=32000; kerf_um=3000; kerf_volume_um3=22500000000000; tool=saw; category=other_offcuts; retained_side=min
S1-slice-cut-1 [cut]: inputs=S1-flat; outputs=S1-slice-1,S1-remainder-1; input_size_um=[300000, 300000, 25000]; output_sizes_um={'S1-slice-1': [300000, 32000, 25000], 'S1-remainder-1': [300000, 265000, 25000]}; axis=1; retained_um=32000; kerf_um=3000; kerf_volume_um3=22500000000000; tool=saw; category=other_offcuts; retained_side=min
S1-slice-cut-2 [cut]: inputs=S1-remainder-1; outputs=S1-slice-2,S1-remainder-2; input_size_um=[300000, 265000, 25000]; output_sizes_um={'S1-slice-2': [300000, 32000, 25000], 'S1-remainder-2': [300000, 230000, 25000]}; axis=1; retained_um=32000; kerf_um=3000; kerf_volume_um3=22500000000000; tool=saw; category=other_offcuts; retained_side=min
S1-slice-cut-3 [cut]: inputs=S1-remainder-2; outputs=S1-slice-3,S1-remainder-3; input_size_um=[300000, 230000, 25000]; output_sizes_um={'S1-slice-3': [300000, 32000, 25000], 'S1-remainder-3': [300000, 195000, 25000]}; axis=1; retained_um=32000; kerf_um=3000; kerf_volume_um3=22500000000000; tool=saw; category=other_offcuts; retained_side=min
S1-slice-cut-4 [cut]: inputs=S1-remainder-3; outputs=S1-slice-4,S1-remainder-4; input_size_um=[300000, 195000, 25000]; output_sizes_um={'S1-slice-4': [300000, 32000, 25000], 'S1-remainder-4': [300000, 160000, 25000]}; axis=1; retained_um=32000; kerf_um=3000; kerf_volume_um3=22500000000000; tool=saw; category=other_offcuts; retained_side=min
row-1-rotate [rotate]: inputs=R1-slice-1; outputs=row-1; input_size_um=[300000, 32000, 25000]; output_sizes_um={'row-1': [300000, 25000, 32000]}; perm=[0, 2, 1]; sign=[1, -1, 1]
row-2-rotate [rotate]: inputs=R1-slice-2; outputs=row-2; input_size_um=[300000, 32000, 25000]; output_sizes_um={'row-2': [300000, 25000, 32000]}; perm=[0, 2, 1]; sign=[-1, 1, 1]
row-3-rotate [rotate]: inputs=S1-slice-1; outputs=row-3; input_size_um=[300000, 32000, 25000]; output_sizes_um={'row-3': [300000, 25000, 32000]}; perm=[0, 2, 1]; sign=[1, -1, 1]
row-4-rotate [rotate]: inputs=R2-slice-1; outputs=row-4; input_size_um=[300000, 32000, 25000]; output_sizes_um={'row-4': [300000, 25000, 32000]}; perm=[0, 2, 1]; sign=[1, -1, 1]
row-5-rotate [rotate]: inputs=S1-slice-2; outputs=row-5; input_size_um=[300000, 32000, 25000]; output_sizes_um={'row-5': [300000, 25000, 32000]}; perm=[0, 2, 1]; sign=[-1, 1, 1]
row-6-rotate [rotate]: inputs=R2-slice-2; outputs=row-6; input_size_um=[300000, 32000, 25000]; output_sizes_um={'row-6': [300000, 25000, 32000]}; perm=[0, 2, 1]; sign=[-1, 1, 1]
row-7-rotate [rotate]: inputs=R1-slice-3; outputs=row-7; input_size_um=[300000, 32000, 25000]; output_sizes_um={'row-7': [300000, 25000, 32000]}; perm=[0, 2, 1]; sign=[1, -1, 1]
row-8-rotate [rotate]: inputs=S1-slice-3; outputs=row-8; input_size_um=[300000, 32000, 25000]; output_sizes_um={'row-8': [300000, 25000, 32000]}; perm=[0, 2, 1]; sign=[1, -1, 1]
row-9-rotate [rotate]: inputs=R2-slice-3; outputs=row-9; input_size_um=[300000, 32000, 25000]; output_sizes_um={'row-9': [300000, 25000, 32000]}; perm=[0, 2, 1]; sign=[-1, 1, 1]
row-10-rotate [rotate]: inputs=R2-slice-4; outputs=row-10; input_size_um=[300000, 32000, 25000]; output_sizes_um={'row-10': [300000, 25000, 32000]}; perm=[0, 2, 1]; sign=[1, -1, 1]
row-11-rotate [rotate]: inputs=S1-slice-4; outputs=row-11; input_size_um=[300000, 32000, 25000]; output_sizes_um={'row-11': [300000, 25000, 32000]}; perm=[0, 2, 1]; sign=[-1, 1, 1]
row-12-rotate [rotate]: inputs=R1-slice-4; outputs=row-12; input_size_um=[300000, 32000, 25000]; output_sizes_um={'row-12': [300000, 25000, 32000]}; perm=[0, 2, 1]; sign=[-1, 1, 1]
final-glue [glue]: inputs=row-1,row-2,row-3,row-4,row-5,row-6,row-7,row-8,row-9,row-10,row-11,row-12; outputs=board-rough; input_sizes_um={'row-1': [300000, 25000, 32000], 'row-2': [300000, 25000, 32000], 'row-3': [300000, 25000, 32000], 'row-4': [300000, 25000, 32000], 'row-5': [300000, 25000, 32000], 'row-6': [300000, 25000, 32000], 'row-7': [300000, 25000, 32000], 'row-8': [300000, 25000, 32000], 'row-9': [300000, 25000, 32000], 'row-10': [300000, 25000, 32000], 'row-11': [300000, 25000, 32000], 'row-12': [300000, 25000, 32000]}; output_sizes_um={'board-rough': [300000, 300000, 32000]}; axis=1; stage=final; joint_count=11; prepared_faces=True; negligible_glue_line=True
final-z-min [surface]: inputs=board-rough; outputs=board-z-min,final-z-min-milling; input_size_um=[300000, 300000, 32000]; output_sizes_um={'board-z-min': [300000, 300000, 31000], 'final-z-min-milling': [300000, 300000, 1000]}; axis=2; side=min; amount_um=1000; category=milling; process=drum_sander
final-z-max [surface]: inputs=board-z-min; outputs=board-flat,final-z-max-milling; input_size_um=[300000, 300000, 31000]; output_sizes_um={'board-flat': [300000, 300000, 30000], 'final-z-max-milling': [300000, 300000, 1000]}; axis=2; side=max; amount_um=1000; category=milling; process=drum_sander
final-x-trim [cut]: inputs=board-flat; outputs=board-x-trimmed,final-x-offcut; input_size_um=[300000, 300000, 30000]; output_sizes_um={'board-x-trimmed': [290000, 300000, 30000], 'final-x-offcut': [7000, 300000, 30000]}; axis=0; retained_um=290000; kerf_um=3000; kerf_volume_um3=27000000000000; tool=saw; category=trim; retained_side=min
final-y-trim [cut]: inputs=board-x-trimmed; outputs=finished,final-y-offcut; input_size_um=[290000, 300000, 30000]; output_sizes_um={'finished': [290000, 290000, 30000], 'final-y-offcut': [290000, 7000, 30000]}; axis=1; retained_um=290000; kerf_um=3000; kerf_volume_um3=26100000000000; tool=saw; category=trim; retained_side=min
